Date,Price
1510185600000,0.0023868224612059903
1510272000000,0.0020444407393174656
1510358400000,0.0019147582843986697
1510444800000,0.0018043416345783466
1510531200000,0.0020176800199983237
1510617600000,0.0024153601045655
1510704000000,0.00232030016078447
1510790400000,0.00224758147932484
1510876800000,0.00202291008373067
1510963200000,0.00202236549981172
1511049600000,0.0019852680720025
1511136000000,0.00213324414257963
1511222400000,0.00212956832826169
1511308800000,0.00233308344610262
1511395200000,0.00213762296956841
1511481600000,0.00207102679607914
1511568000000,0.00201463762932339
1511654400000,0.00211400396485046
1511740800000,0.00208965933011546
1511827200000,0.00239251994364041
1511913600000,0.00205371567817567
1512000000000,0.00231126742281716
1512086400000,0.00214091310437674
1512172800000,0.00211868760130369
1512259200000,0.00209970595645613
1512345600000,0.00215278061595713
1512432000000,0.00213705734828711
1512518400000,0.00382354753637125
1512604800000,0.00392728194712116
1512691200000,0.00424307801985026
1512777600000,0.00440660167872202
1512864000000,0.00433149185420187
1512950400000,0.00513614997247419
1513036800000,0.00753660415196127
1513123200000,0.0154898457346668
1513209600000,0.0169942681141392
1513296000000,0.017619540606115
1513382400000,0.036781867275272
1513468800000,0.0341966186829019
1513555200000,0.039992128127492
1513641600000,0.0434546496853134
1513728000000,0.0496841375056056
1513814400000,0.0471933078996138
1513900800000,0.0356090035427112
1513987200000,0.0511145237776011
1514073600000,0.0375590534648345
1514160000000,0.0322068775245591
1514246400000,0.038447670182638
1514332800000,0.0373240517645088
1514419200000,0.0419151006934076
1514505600000,0.0368507724960489
1514592000000,0.0384059262535727
1514678400000,0.0465589544177895
1514764800000,0.0516540472349516
1514851200000,0.0808930764019199
1514937600000,0.09810683152172969
1515024000000,0.21813896209702388
1515110400000,0.23167275596197776
1515196800000,0.17928748936361966
1515283200000,0.19978596066784834
1515369600000,0.15690548165161397
1515456000000,0.13269400951985694
1515542400000,0.13426456800506337
1515628800000,0.11417243181734481
1515715200000,0.11596416170985852
1515801600000,0.10914446791001396
1515888000000,0.08925850998755465
1515974400000,0.08046854144691835
1516060800000,0.05513937251422896
1516147200000,0.07734211153937443
1516233600000,0.08476283421245935
1516320000000,0.08247751635257258
1516406400000,0.08857148007391785
1516492800000,0.07290660327891434
1516579200000,0.07360993173777669
1516665600000,0.06900129660971706
1516752000000,0.07032851946532716
1516838400000,0.06915843703255992
1516924800000,0.06593614894141041
1517011200000,0.06879186689692778
1517097600000,0.06509433533973356
1517184000000,0.0633302896350999
1517270708241,0.06315782032968759
1517356800000,0.05345448856691226
1517443200000,0.05418254771297397
1517529600000,0.04581397771102926
1517616000000,0.042133592261805096
1517702400000,0.044714950178816736
1517788800000,0.0389172266181113
1517875200000,0.02969723027281321
1517961600000,0.03593104571534715
1518048307122,0.03287256436538761
1518134400000,0.03740354937291113
1518220800000,0.04636652027172211
1518307200000,0.048144670132188795
1518393600000,0.04249768086803461
1518480000000,0.04628253679694836
1518566400000,0.04295382199563722
1518652800000,0.045920083145991615
1518739200000,0.04677690382695285
1518825600000,0.052054679633474404
1518912000000,0.05452501188733992
1518998400000,0.05002604517720842
1519084800000,0.051347351017133315
1519171200000,0.04786855252482507
1519257600000,0.04054764703832229
1519344000000,0.04060046173866607
1519430400000,0.04317951923862692
1519516800000,0.04077271033020109
1519603200000,0.04034369936983986
1519689600000,0.041732345232452665
1519776000000,0.04280210694034157
1519862400000,0.04319221149731172
1519948800000,0.04771778730869686
1520035200000,0.05340764031494659
1520121600000,0.04885955746058067
1520208000000,0.04705098202047787
1520294400000,0.046783619495873625
1520380800000,0.043931294129651986
1520467200000,0.039062482378477766
1520553600000,0.03683101553905234
1520640000000,0.03634033632692251
1520726400000,0.03522387387571262
1520812800000,0.03873241581039788
1520899200000,0.03645137389023075
1520985600000,0.03625938953120724
1521072000000,0.03136281408551243
1521158400000,0.030544998993907366
1521244800000,0.03111475783617599
1521331200000,0.028926810654195972
