Date,24 Hour Trading Vol
1505606400000,14.678587222975718
1505692800000,6.001766937705406
1505779200000,3.878927406543514
1505865600000,40.68761859734107
1505952000000,20.56770180249738
1506038400000,135.88034679041334
1506124800000,0.7930862653511168
1506211200000,0.7690987855933964
1506297600000,9.105908242854628
1506384000000,18.19319371023182
1506470400000,59.554010277035594
1506556800000,305.1864817562295
1506643200000,2.619859439046117
1506729600000,204.6420957603784
1506816000000,123.59107846328659
1506902400000,14.443285103994638
1506988800000,42.0851710960265
1507075200000,7.21632856702682
1507161600000,3.0872511129145233
1507248000000,3.129625354824145
1507334400000,0.7178009459996548
1507420800000,0.7209275003038341
1507593600000,8.46500718682784
1507680000000,183.74126357748295
1507766400000,3266.9173942033
1507852800000,55.335049430308516
1507939200000,22.472336958482153
1508025600000,1.8654476325751226
1508112000000,1302.8934556494728
1508198400000,27.431970516994223
1508284800000,5.967510520540022
1508371200000,57.41791124621551
1508457600000,0.8091006830870494
1508544000000,0.8866499194810381
1508630400000,16.388411602299
1508716800000,20.270269541538465
1508889600000,27.945035042350813
1508976000000,9.40198248237758
1509062400000,4.15928022923269
1509148800000,3.693454616152237
1509235200000,2.362117554112693
1509321600000,2366136.909424559
1509408000000,3364798.05303072
1509494400000,2105110.8644101056
1509580800000,3545674.600832379
1509667200000,3208792.7785417736
1509753600000,4666853.022526658
1509840000000,2709302.5542377727
1509926400000,4669237.560842866
1510012800000,6148040.166284179
1510099200000,13176873.458877586
1510185600000,11367249.922029044
1510272000000,7770039.2443435555
1510358400000,5531033.5239018835
1510444800000,9288920.952425143
1510531200000,6612122.249519327
1510617600000,743952.339261882
1510704000000,4445617.40197932
1510790400000,5430129.00683232
1510876800000,4107948.52848623
1510963200000,4749664.50591603
1511049600000,4583141.58979331
1511136000000,3663548.04936528
1511222400000,3126575.47257824
1511308800000,4314236.94523044
1511395200000,6363226.93306694
1511481600000,9006421.31730949
1511568000000,9876816.02655487
1511654400000,5023436.49846158
1511740800000,5335874.68436242
1511827200000,4920545.99883393
1511913600000,14477217.1639228
1512000000000,10636605.0771692
1512086400000,7664189.33141666
1512172800000,3512076.32838115
1512259200000,7977301.98189213
1512345600000,11434113.281441
1512432000000,11769440.8704404
1512518400000,66.7141305131646
1512604800000,13305689.2586023
1512691200000,13897185.668649
1512777600000,7365209.8860576
1512864000000,5362096.64027372
1512950400000,7373520.41793812
1513036800000,8214362.46996416
1513123200000,10658715.9066992
1513209600000,20455343.5796604
1513296000000,31262864.448455
1513382400000,33269923.4160523
1513468800000,67378649.5477165
1513555200000,37999471.4288594
1513641600000,52886025.9862608
1513728000000,30623659.4055798
1513814400000,35118788.5962329
1513900800000,26720980.3630454
1513987200000,23690367.0204994
1514073600000,34952629.7539317
1514160000000,52252104.4967395
1514246400000,149272508.392302
1514332800000,148911378.802317
1514419200000,95910217.9487244
1514505600000,50408988.1265765
1514592000000,48423137.6220654
1514678400000,51597413.6977028
1514764800000,31075823.1505628
1514851200000,61271745.9701922
1514937600000,53274170.71644214
1515024000000,93420651.3976519
1515110400000,337499050.3706429
1515196800000,635785335.0515877
1515283200000,232388598.32898545
1515369600000,273476574.6311007
1515456000000,178346673.32356125
1515542400000,111566126.36572073
1515628800000,360581509.3176965
1515715200000,368308961.0641766
1515801600000,153724664.56557965
1515888000000,108699094.917908
1515974400000,220841071.0352391
1516060800000,358680719.7110673
1516147200000,268378075.29195338
1516233600000,182883599.9694015
1516320000000,114370659.86970891
1516406400000,134928573.53306362
1516492800000,122467851.50709146
1516579200000,110416823.79263389
1516665600000,70851044.18160547
1516752000000,82190454.43879427
1516838400000,87328527.67142557
1516924800000,94845524.66154034
1517011200000,84817990.41645102
1517097600000,75486161.26269642
1517184000000,55379925.981761225
1517270717080,54516384.9245739
1517356800000,42972024.766663365
1517443200000,36333499.300231285
1517529600000,50159867.81590287
1517616000000,76681839.67066537
1517702400000,46646742.92813017
1517788800000,35961109.27987927
1517875200000,39275202.513131216
1517961600000,87039779.54294518
1518048315199,61403695.62455491
1518134400000,11587.671755098949
1518220800000,60316581.15830414
1518307200000,65229742.99075238
1518393600000,56010524.4620292
1518480000000,39363124.17280945
1518566400000,32245744.1982591
1518652800000,54447353.56028043
1518739200000,89254053.91346844
1518825600000,53412734.61067651
1518912000000,62688786.24370038
1518998400000,47228862.55360454
1519084800000,41888656.59707337
1519171200000,45938389.1736278
1519257600000,35189026.57427994
1519344000000,35718463.04963682
1519430400000,41131296.055639334
1519516800000,35574365.07267414
1519603200000,32280412.04446848
1519689600000,38588538.72668665
1519776000000,79977644.38348779
1519862400000,55203824.263045505
1519948800000,56384054.42449901
1520035200000,37265320.11116873
1520121600000,30279416.36844259
1520208000000,26631550.052130178
1520294400000,30465412.86957508
1520380800000,29147840.458225604
1520467200000,65002364.84394967
1520553600000,41046614.478833914
1520640000000,32369033.658473674
1520726400000,36291608.32309193
1520812800000,38875800.57366294
1520899200000,43400394.605640545
1520985600000,201941778.26664186
1521072000000,111221454.17565566
1521158400000,85913410.62043405
1521244800000,83020085.54486383
1521331200000,80212949.57823303
1521417600000,77379871.99165475
1521504000000,72771669.66871382
1521590400000,74877017.0722946
1521676800000,105197718.48136657
1521763200000,97893022.54349375
1521849600000,147337002.85046193
1521936000000,236705492.4991811
1522022400000,168402270.07559666
1522108800000,119871884.17597741
1522195200000,90495209.15397514
1522281600000,79205168.2193997
1522368000000,68924948.49272239
1522454400000,67409065.3933609
1522540800000,81370054.41539173
1522627200000,80970643.72677293
1522713600000,107585265.75968133
1522800000000,124785245.05225115
1522886400000,105609578.09731337
1522972800000,92117585.72276327
1523059200000,73449971.57905291
1523145600000,71133704.51622066
1523232000000,65272953.58959079
1523318400000,66794341.40405678
1523404800000,72542391.71382695
1523491200000,75009092.87898983
1523577600000,113951568.11847185
1523664000000,127875331.93067239
1523750400000,80258419.79753803
1523836800000,94077376.4551113
1523923200000,60497045.978941895
1524009600000,56935242.69900723
1524096000000,67094297.6827928
1524182400000,60493856.27219845
1524268800000,57935931.57241976
1524355200000,115856304.74488458
1524441600000,64990541.231874175
1524528000000,111240576.581186
1524614400000,143003680.59745717
1524700800000,117282813.389688
1524787200000,108207053.76125766
1524873600000,80240016.21620454
1524960000000,99627464.52096352
1525046400000,75309588.9914693
1525132800000,57278364.039767556
1525219200000,55954336.51180174
1525305600000,56616721.80263655
1525392000000,158304.06359625087
1525478400000,52637986.47493238
1525564800000,50921808.15375907
1525651200000,54728270.687702514
1525737600000,43558526.61882009
1525824000000,37886736.30083614
1525910400000,79023366.51001543
1525996800000,51803462.42248516
1526083200000,42048930.50332476
1526169600000,33423476.398787934
1526256000000,61394602.62819729
