Date,Price,Market Cap,24 Hour Trading Vol
2019-04-27,0.0054704582992207,11597995.598585172,43158348.3665803
2019-04-28,0.0052070307417457,11038517.246430349,9750768.053556936
2019-04-29,0.0043809965092268,9288212.331070656,8388214.176948644
2019-04-30,0.0035276874041553,7477597.705333404,8206899.938136298
2019-05-01,0.0043957732265878,9332879.031491354,23996173.170158293
2019-05-02,0.0043297848085408,9280224.872988395,9648802.459848048
2019-05-03,0.0041931120595079,8891333.30897684,5967466.560602684
2019-05-04,0.0042248523244836,8955629.303512754,4828733.418070598
2019-05-05,0.0039389381418024,8350998.167417221,2373076.008804771
2019-05-06,0.0037306798850975,7910188.375280299,2646003.170985355
2019-05-07,0.0037703573823272,8147697.346860495,4031985.293164879
2019-05-08,0.0034777878687029,7512418.500704955,2950832.608932231
2019-05-09,0.0032943096729554,7116084.668899641,2146002.827990107
2019-05-10,0.0031437629792297,6796234.573244426,3816858.1272905534
2019-05-11,0.0037633124228397,8118766.838888749,7771947.106328975
2019-05-12,0.0046701150924538,10168666.005191118,12644633.504685078
2019-05-13,0.0052180623757477,11260147.515432397,17282002.997800354
2019-05-14,0.0087714397755321,18947310.4557418,72534590.53999157
2019-05-15,0.0077176924442792,16665799.202633057,98251438.74888398
2019-05-16,0.0095762813634493,20738305.297899127,48234032.89778964
2019-05-17,0.0108894547390305,23552487.138345573,58419125.8522936
2019-05-18,0.0145211899124626,31299208.07861396,168823052.56284595
2019-05-19,0.0123446214902777,26678408.34676415,56237389.240338296
2019-05-20,0.0201729126988652,41681357.74350744,139262475.8404694
2019-05-21,0.0301907172128774,66604903.12068474,392858767.1612495
2019-05-22,0.0289136482772926,62459642.03780136,696647294.9053901
2019-05-23,0.021690489242548,46878984.71453992,288364882.8165133
2019-05-24,0.0266350060423083,57629891.399392046,416431723.6133023
2019-05-25,0.0255959601143272,54996274.327640206,151057259.37115043
2019-05-26,0.025027976659365,54013343.7537088,147967215.62507176
2019-05-27,0.0243974795086562,52600982.4106417,95178261.24083906
2019-05-28,0.0222894530007326,48249663.5228608,77853505.5753421
2019-05-29,0.0237616357541387,50823040.71395896,92800163.63645634
2019-05-30,0.0221185482561027,47821537.80628897,3988206.4294172474
2019-05-31,0.0197144965112422,42600957.27020902,49505071.82437271
2019-06-01,0.0230046244060014,49723944.581620224,57155721.043781154
2019-06-02,0.021409017137042,46228763.96926077,55810055.02566798
2019-06-03,0.0201580854245264,43550002.73463604,30773342.051590607
2019-06-04,0.0197996388849902,42881156.96830865,30733193.14056267
2019-06-05,0.0210178120464347,45295451.67379857,81555692.63318744
2019-06-06,0.0229661228306289,49638985.77589161,91943585.65713398
2019-06-07,0.0233806509311313,50499381.98705505,92096248.46087883
2019-06-08,0.0243903558341335,52893272.32213757,38703199.065020114
2019-06-09,0.0262586756907963,56724814.5970296,63273397.975974925
2019-06-10,0.0257592635199426,55710274.59470173,71404139.27415243
2019-06-11,0.0273770011705099,59107812.90467676,53479139.98113877
2019-06-12,0.02380433556861,51420080.14114724,44491000.902283095
2019-06-13,0.0237101333430861,51535963.68612039,45489808.02600256
2019-06-14,0.0232212275070925,49975244.82925779,57059260.53866467
2019-06-15,0.0211518227696083,45637339.24130931,45609709.02514853
2019-06-16,0.0225640487458338,48117850.638910025,41376359.44770077
2019-06-17,0.0231467051566915,50240871.9315466,39432554.45913444
2019-06-18,0.0217103555146591,46777411.14854612,33740043.09616906
2019-06-19,0.0223922266756101,48709215.9153947,31736411.32730231
2019-06-20,0.0230906979666487,49859833.7031693,54183244.37969357
2019-06-21,0.0225996828811206,48851915.16555594,35401143.90807466
2019-06-22,0.021190606751222,45743869.91399176,42987217.52297043
2019-06-23,0.021885627758767,47416092.08409725,62292809.76456504
2019-06-24,0.0211175759822051,45620125.311411686,38492722.83076165
2019-06-25,0.0207236726741104,44753023.924934536,19311226.208773367
2019-06-26,0.0191581401791158,41373470.27392949,27817296.088681422
2019-06-27,0.0178866407222816,38734904.11679759,64540534.11535855
2019-06-28,0.0194142554847571,42164738.77447959,71947730.25663866
2019-06-29,0.019288015593992,41898477.22571068,50630118.86531852
2019-06-30,0.0238765666924117,51922816.68145897,98174967.19698636
2019-07-01,0.0219568009877472,48567202.961990826,66977116.33967461
2019-07-02,0.0223354063102628,48492349.383932285,34688711.07213785
2019-07-03,0.0216075803760269,46885776.08767703,54515200.95042496
2019-07-04,0.0193453375375313,41923684.088597976,46923166.17563198
2019-07-05,0.0181065944776984,39593808.55140861,35399057.682218626
2019-07-06,0.0183957487765669,39966864.42293798,29338015.905113272
2019-07-07,0.0177121318496549,38514627.58036139,12546472.907332009
2019-07-08,0.0177035117096797,38417837.92950353,14691072.90233989
2019-07-09,0.016688509354315,36185159.20980829,20897547.41435909
2019-07-10,0.0161873635371264,34907619.822241776,27542262.30685972
2019-07-11,0.0162317982049071,35261877.19657901,43493929.46800774
2019-07-12,0.0144667145325853,31441314.4911036,27648674.35241354
2019-07-13,0.0157803783042935,34237784.59946981,24209839.450270507
2019-07-14,0.0166446595605624,36146828.87760338,36346886.02484361
2019-07-15,0.0143695548064697,31117634.209929463,23341262.550038844
2019-07-16,0.013875669079358,30148521.101809222,18281687.84957352
2019-07-17,0.0120956966759922,26238465.205937084,17457787.11768699
2019-07-18,0.013190027511248,28639861.29528767,19960944.14784561
2019-07-19,0.0136539300950443,29745100.85463476,17592496.861752912
2019-07-20,0.0134316604607851,29152034.38874216,7977281.577029932
2019-07-21,0.0140180820092049,30493646.760010928,10031424.458021088
2019-07-22,0.0134267825131901,29191825.677322306,6141617.928672328
2019-07-23,0.012756641184267,27766875.39466431,8132839.839537454
2019-07-24,0.011570307158907,25046830.793556567,7783672.729019597
2019-07-25,0.0119734241580206,26256529.641490635,11058273.883080274
2019-07-26,0.0121921104025621,26551219.21101608,7970652.140126811
2019-07-27,0.0127458614130319,27660069.959090654,7878830.44255529
2019-07-28,0.0119384007269288,25924344.86299979,7216487.351203982
2019-07-29,0.0117580721625097,25550071.09315624,5276318.936049708
2019-07-30,0.011436872586054,24812612.490064576,4293960.764639495
2019-07-31,0.0114907702939706,25015174.163468745,4385153.226614522
2019-08-01,0.0113577924866354,24649793.515025653,6685808.752269515
2019-08-02,0.0106279775900758,23077095.52147368,8023071.013067519
2019-08-03,0.0110896876979897,24092974.523641985,8551526.670006622
2019-08-04,0.0106354474417036,23115758.483684737,6016679.863284179
2019-08-05,0.0102266102901387,22212546.04447325,6237145.083379354
2019-08-06,0.0117039408724367,25449415.36802988,31353815.80667181
2019-08-07,0.0153144227730793,33082693.42046307,92919397.14975846
2019-08-08,0.0168790497499958,36553330.07298043,125670298.28229012
2019-08-09,0.0142773170397848,31019101.42443758,52943836.56496911
2019-08-10,0.0122644166321722,26641234.709266223,31448914.15180711
2019-08-11,0.0149270537106832,32812953.39407727,42290099.11481239
2019-08-12,0.0164695277411536,35762186.3855206,77616926.0451504
2019-08-13,0.0170974389792369,37135487.98699559,64533899.50353498
2019-08-14,0.0165065644045942,35917458.803251386,46095578.08825302
2019-08-15,0.0147604422264366,32101938.197544865,48449435.812742
2019-08-16,0.0146101497176315,31730119.04465456,25803411.53485523
2019-08-17,0.0133271667219787,28958170.21938412,23685917.332239877
2019-08-18,0.0140988421113785,30667664.06614608,19901169.183868516
2019-08-19,0.0138785096348993,30313833.713301957,16468807.128727045
2019-08-20,0.0154665320996622,33642650.01009578,31626618.914435294
2019-08-21,0.0157304512289318,34246470.686036184,21782359.904134385
2019-08-22,0.0154375524431388,33538253.148506485,27841103.494700555
2019-08-23,0.0168750360359531,36706414.05630431,37734209.91944856
2019-08-24,0.0154642571708775,33651223.31612201,33563242.92234369
2019-08-25,0.014822282334684,32344410.06923249,23163269.1402363
2019-08-26,0.0136291628311369,29632317.8400942,11800360.047821794
2019-08-27,0.0138838536982998,30283095.00069205,12309280.897329418
2019-08-28,0.0142012199272382,30890295.543087877,15133909.197657738
2019-08-29,0.0128930618269797,28044862.533410348,11416698.784123452
2019-08-30,0.0116794086928372,25424797.924355265,10100495.040464304
2019-08-31,0.0123697766561544,26906600.66797756,6981423.164423691
2019-09-01,0.0117957457467978,25657991.281462643,4839536.024028707
2019-09-02,0.0121935026867595,26523188.303910296,5161220.406764733
2019-09-03,0.0135960882148835,29561673.31319711,18837441.48552928
2019-09-04,0.0143105946583362,31153185.218758844,22618245.13802851
2019-09-05,0.0141116262326088,30936056.823457424,13412976.949812118
2019-09-06,0.0148254447139584,32604127.367152005,19457186.300775748
2019-09-07,0.0136170828707468,29853630.10107608,18938376.154654607
2019-09-08,0.0137318359262656,30049379.887391888,7799496.118873349
2019-09-09,0.0138378755810005,30293091.01111858,5143184.857125143
2019-09-10,0.0141216086968002,30968735.173803143,17225173.517855316
2019-09-11,0.0135166656610469,29631104.188523397,7692132.210924325
2019-09-12,0.013135360810497,28773150.35686196,6644987.0959424935
2019-09-13,0.0129009085389685,28281247.36017025,5709174.053548936
2019-09-14,0.0129300438507061,28393615.60136675,3946907.830373476
2019-09-15,0.0131033448110954,28725026.204846047,4701783.0222008005
2019-09-16,0.0128219361525035,28108124.855697643,4012935.5446518143
2019-09-17,0.0128864868541323,28214274.18803569,5361735.715493669
2019-09-18,0.0134514832117046,29489405.005474266,7755252.080981659
2019-09-19,0.01428246362198,31328841.67405112,22722323.42891106
2019-09-20,0.0137238404614294,30052893.14686352,14707793.416471224
2019-09-21,0.0136221846296589,29744382.26282013,5725783.773704215
2019-09-22,0.0133571911775272,29411612.648096804,4210087.229990507
2019-09-23,0.0123313078651901,27052540.346957386,6093875.100115391
2019-09-24,0.0122981177441455,26967501.14087807,5101774.333038216
