Date,Price
1556323200000,0.005470458299220707
1556409600000,0.005207030741745718
1556496000000,0.0043809965092268125
1556582400000,0.0035276874041553726
1556668800000,0.004395773226587837
1556755200000,0.004329784808540857
1556841600000,0.004193112059507956
1556928000000,0.004224852324483694
1557014400000,0.0039389381418024816
1557100800000,0.0037306798850975276
1557187200000,0.0037703573823272924
1557273600000,0.0034777878687029386
1557360000000,0.0032943096729554943
1557446400000,0.003143762979229793
1557532800000,0.003763312422839745
1557619200000,0.004670115092453859
1557705600000,0.005218062375747743
1557792000000,0.008771439775532169
1557878400000,0.007717692444279263
1557964800000,0.00957628136344939
1558051200000,0.010889454739030588
1558137600000,0.014521189912462665
1558224000000,0.01234462149027778
1558310400000,0.020172912698865224
1558396800000,0.030190717212877444
1558483200000,0.028913648277292675
1558569600000,0.02169048924254803
1558656000000,0.02663500604230838
1558742400000,0.025595960114327222
1558828800000,0.02502797665936501
1558915200000,0.024397479508656287
1559001600000,0.022289453000732692
1559088000000,0.023761635754138758
1559174400000,0.022118548256102752
1559260800000,0.01971449651124225
1559347200000,0.02300462440600146
1559433600000,0.021409017137042057
1559520000000,0.020158085424526483
1559606400000,0.019799638884990287
1559692800000,0.02101781204643477
1559779200000,0.022966122830628908
1559865600000,0.023380650931131338
1559952000000,0.02439035583413357
1560038400000,0.026258675690796388
1560124800000,0.025759263519942614
1560211200000,0.02737700117050995
1560297600000,0.02380433556861
1560384000000,0.023710133343086148
1560470400000,0.0232212275070925
1560556800000,0.021151822769608322
1560643200000,0.022564048745833867
1560729600000,0.02314670515669152
1560816000000,0.021710355514659194
1560902400000,0.0223922266756101
1560988800000,0.02309069796664873
1561075200000,0.02259968288112068
1561161600000,0.021190606751222
1561248000000,0.021885627758767033
1561334400000,0.02111757598220513
1561420800000,0.020723672674110443
1561507200000,0.019158140179115855
1561593600000,0.01788664072228165
1561680000000,0.019414255484757125
1561766400000,0.01928801559399202
1561852800000,0.023876566692411755
1561939200000,0.02195680098774727
1562025600000,0.022335406310262814
1562112000000,0.021607580376026954
1562198400000,0.019345337537531346
1562284800000,0.018106594477698478
1562371200000,0.01839574877656693
1562457600000,0.017712131849654995
1562544000000,0.017703511709679747
